country_code,SpatialDimType,year,value,Dim1Type,Dim1,Dim2Type,Dim2,Dim3Type,Dim3
30,UNREGION,2019,0.05425,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE114
UNSDG_SUBSAHARANAFRICA,UNSDGREGION,2019,0.13766,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE118
SUR,COUNTRY,2019,1.19598,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,
143,UNREGION,2019,0.12585,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE50-54,ENVCAUSE,ENVCAUSE_ENVCAUSE118
UNSDG_WESTERNASIANORTHERNAFR,UNSDGREGION,2019,0.01136,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE118
15,UNREGION,2019,0.00499,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE068
ARG,COUNTRY,2019,4.73808,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,
UNSDG_CENTRALASIASOUTHERNASIA,UNSDGREGION,2019,0.18707,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE75-79,ENVCAUSE,ENVCAUSE_ENVCAUSE068
UNSDG_LAC,UNSDGREGION,2019,0.00132,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE068
MNG,COUNTRY,2019,1.74265,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,
34,UNREGION,2019,0.10073,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE65-69,ENVCAUSE,ENVCAUSE_ENVCAUSE068
WB_LIMI,WORLDBANKINCOMEGROUP,2019,9.70293,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE80+,ENVCAUSE,ENVCAUSE_ENVCAUSE113
UGA,COUNTRY,2019,1.60515,SEX,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,
UNSDG_OCEANIAexAUSNZL,UNSDGREGION,2019,0.04255,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE35-39,ENVCAUSE,ENVCAUSE_ENVCAUSE118
UNSDG_OCEANIAexAUSNZL,UNSDGREGION,2019,0.51597,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE70-74,ENVCAUSE,ENVCAUSE_ENVCAUSE114
GLOBAL,GLOBAL,2019,0.04833,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE15-19,ENVCAUSE,ENVCAUSE_ENVCAUSE039
EMR,REGION,2019,0.30645,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE039
419,UNREGION,2019,0.01002,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE40-44,ENVCAUSE,ENVCAUSE_ENVCAUSE068
UNSDG_LAC,UNSDGREGION,2019,0.13943,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE35-39,ENVCAUSE,ENVCAUSE_ENVCAUSE113
JOR,COUNTRY,2019,5.01802,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,
UNSDG_OCEANIAexAUSNZL,UNSDGREGION,2019,0.41317,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE55-59,ENVCAUSE,ENVCAUSE_ENVCAUSE114
TTO,COUNTRY,2019,0.69731,SEX,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,
NIC,COUNTRY,2019,3.88888,SEX,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,
WPR,REGION,2019,0.43074,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE0-4,ENVCAUSE,ENVCAUSE_ENVCAUSE039
SLB,COUNTRY,2019,28.8246,SEX,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,
CYP,COUNTRY,2019,2.80142,SEX,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,
WB_LIMI,WORLDBANKINCOMEGROUP,2019,0.14238,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE40-44,ENVCAUSE,ENVCAUSE_ENVCAUSE114
419,UNREGION,2019,0.05177,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE40-44,ENVCAUSE,ENVCAUSE_ENVCAUSE039
JPN,COUNTRY,2019,46.85249,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,
34,UNREGION,2019,0.78677,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE55-59,ENVCAUSE,ENVCAUSE_ENVCAUSE114
MUS,COUNTRY,2019,2.97627,SEX,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,
WB_HI,WORLDBANKINCOMEGROUP,2019,0.06239,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE30-34,ENVCAUSE,ENVCAUSE_ENVCAUSE113
EMR,REGION,2019,0.10165,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE114
150,UNREGION,2019,0.82466,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE45-49,ENVCAUSE,ENVCAUSE_ENVCAUSE113
ZMB,COUNTRY,2019,5.02294,SEX,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,
150,UNREGION,2019,0.04182,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE40-44,ENVCAUSE,ENVCAUSE_ENVCAUSE114
30,UNREGION,2019,1.27676,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE55-59,ENVCAUSE,ENVCAUSE_ENVCAUSE113
BEN,COUNTRY,2019,8.16445,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,
UNSDG_EUROPENORTHERNAMR,UNSDGREGION,2019,0.00769,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE113
30,UNREGION,2019,0.28516,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE45-49,ENVCAUSE,ENVCAUSE_ENVCAUSE113
NER,COUNTRY,2019,9.15765,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,
AMR,REGION,2019,0.02063,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE113
WB_LIMI,WORLDBANKINCOMEGROUP,2019,0.73318,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE80+,ENVCAUSE,ENVCAUSE_ENVCAUSE068
21,UNREGION,2019,0.05046,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE50-54,ENVCAUSE,ENVCAUSE_ENVCAUSE114
UNSDG_OCEANIAexAUSNZL,UNSDGREGION,2019,0.05633,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE114
WB_HI,WORLDBANKINCOMEGROUP,2019,0.50624,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE70-74,ENVCAUSE,ENVCAUSE_ENVCAUSE118
ERI,COUNTRY,2019,12.9115,SEX,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,
30,UNREGION,2019,2.27607,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE75-79,ENVCAUSE,ENVCAUSE_ENVCAUSE118
HTI,COUNTRY,2019,30.21838,SEX,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,
15,UNREGION,2019,0.13439,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE35-39,ENVCAUSE,ENVCAUSE_ENVCAUSE114
UNSDG_AUSTRALIANEWZEALAND,UNSDGREGION,2019,0.04665,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE50-54,ENVCAUSE,ENVCAUSE_ENVCAUSE114
GLOBAL,GLOBAL,2019,0.59074,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE65-69,ENVCAUSE,ENVCAUSE_ENVCAUSE118
9,UNREGION,2019,0.06704,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE45-49,ENVCAUSE,ENVCAUSE_ENVCAUSE114
WB_HI,WORLDBANKINCOMEGROUP,2019,0.02485,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE45-49,ENVCAUSE,ENVCAUSE_ENVCAUSE118
UNSDG_WESTERNASIANORTHERNAFR,UNSDGREGION,2019,33.92826,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE113
DEU,COUNTRY,2019,2.84243,SEX,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,
UNSDG_EASTERNASIASOUTHEASTERNASIA,UNSDGREGION,2019,0.02557,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE039
UNSDG_AUSTRALIANEWZEALAND,UNSDGREGION,2019,0.00928,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE35-39,ENVCAUSE,ENVCAUSE_ENVCAUSE114
WB_LIMI,WORLDBANKINCOMEGROUP,2019,2.48275,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE113
150,UNREGION,2019,0.00308,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE15-19,ENVCAUSE,ENVCAUSE_ENVCAUSE039
143,UNREGION,2019,0.06341,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE75-79,ENVCAUSE,ENVCAUSE_ENVCAUSE068
PAN,COUNTRY,2019,11.89427,SEX,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,
ERI,COUNTRY,2019,37.31306,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,
145,UNREGION,2019,0.50023,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE55-59,ENVCAUSE,ENVCAUSE_ENVCAUSE114
UNSDG_WESTERNASIANORTHERNAFR,UNSDGREGION,2019,0.00806,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE30-34,ENVCAUSE,ENVCAUSE_ENVCAUSE068
34,UNREGION,2019,0.27966,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE65-69,ENVCAUSE,ENVCAUSE_ENVCAUSE068
SGP,COUNTRY,2019,2.03704,SEX,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,
POL,COUNTRY,2019,63.68282,SEX,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,
ARM,COUNTRY,2019,8.72133,SEX,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,
15,UNREGION,2019,1.80946,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE50-54,ENVCAUSE,ENVCAUSE_ENVCAUSE113
35,UNREGION,2019,0.14445,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE35-39,ENVCAUSE,ENVCAUSE_ENVCAUSE113
EMR,REGION,2019,0.04936,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE15-19,ENVCAUSE,ENVCAUSE_ENVCAUSE039
150,UNREGION,2019,0.71541,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE65-69,ENVCAUSE,ENVCAUSE_ENVCAUSE068
UNSDG_EASTERNASIASOUTHEASTERNASIA,UNSDGREGION,2019,0.01687,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE039
AMR,REGION,2019,28.44757,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE000
UNSDG_CENTRALASIASOUTHERNASIA,UNSDGREGION,2019,0.15471,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE35-39,ENVCAUSE,ENVCAUSE_ENVCAUSE114
UNSDG_LAC,UNSDGREGION,2019,0.02955,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE30-34,ENVCAUSE,ENVCAUSE_ENVCAUSE114
EUR,REGION,2019,0.19723,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE45-49,ENVCAUSE,ENVCAUSE_ENVCAUSE113
LUX,COUNTRY,2019,2.88401,SEX,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,
WPR,REGION,2019,3.74168,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE75-79,ENVCAUSE,ENVCAUSE_ENVCAUSE113
SAU,COUNTRY,2019,0.26533,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,
WPR,REGION,2019,0.08156,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE35-39,ENVCAUSE,ENVCAUSE_ENVCAUSE113
UNSDG_EASTERNASIASOUTHEASTERNASIA,UNSDGREGION,2019,0.01029,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE30-34,ENVCAUSE,ENVCAUSE_ENVCAUSE118
UNSDG_SUBSAHARANAFRICA,UNSDGREGION,2019,0.3808,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE50-54,ENVCAUSE,ENVCAUSE_ENVCAUSE113
TON,COUNTRY,2019,1.39786,SEX,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,
UNSDG_EUROPENORTHERNAMR,UNSDGREGION,2019,0.01579,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE30-34,ENVCAUSE,ENVCAUSE_ENVCAUSE114
GMB,COUNTRY,2019,10.30151,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,
ETH,COUNTRY,2019,4.74606,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,
LBN,COUNTRY,2019,3.7765,SEX,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,
CZE,COUNTRY,2019,76.15134,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,
FSM,COUNTRY,2019,32.6839,SEX,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,
UNSDG_WESTERNASIANORTHERNAFR,UNSDGREGION,2019,4.8361,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE65-69,ENVCAUSE,ENVCAUSE_ENVCAUSE113
CPV,COUNTRY,2019,10.57077,SEX,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,
419,UNREGION,2019,0.09137,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE55-59,ENVCAUSE,ENVCAUSE_ENVCAUSE068
PRT,COUNTRY,2019,16.13239,SEX,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,
202,UNREGION,2019,0.25873,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE40-44,ENVCAUSE,ENVCAUSE_ENVCAUSE039
UNSDG_AUSTRALIANEWZEALAND,UNSDGREGION,2019,0.35206,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE75-79,ENVCAUSE,ENVCAUSE_ENVCAUSE114
UNSDG_WESTERNASIANORTHERNAFR,UNSDGREGION,2019,0.06837,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE35-39,ENVCAUSE,ENVCAUSE_ENVCAUSE039
LUX,COUNTRY,2019,3.7084,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,
EMR,REGION,2019,0.96678,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE114
MAR,COUNTRY,2019,37.52534,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,
BIH,COUNTRY,2019,40.26622,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,
34,UNREGION,2019,0.86446,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE75-79,ENVCAUSE,ENVCAUSE_ENVCAUSE039
ISL,COUNTRY,2019,15.65184,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,
MAR,COUNTRY,2019,1.75201,SEX,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,
WB_HI,WORLDBANKINCOMEGROUP,2019,0.00256,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE10-14,ENVCAUSE,ENVCAUSE_ENVCAUSE039
FSM,COUNTRY,2019,26.44556,SEX,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,
HTI,COUNTRY,2019,8.18896,SEX,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,
21,UNREGION,2019,0.20921,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE65-69,ENVCAUSE,ENVCAUSE_ENVCAUSE114
UNSDG_WESTERNASIANORTHERNAFR,UNSDGREGION,2019,0.4253,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE35-39,ENVCAUSE,ENVCAUSE_ENVCAUSE113
CMR,COUNTRY,2019,8.72294,SEX,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,
WB_HI,WORLDBANKINCOMEGROUP,2019,0.91929,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE65-69,ENVCAUSE,ENVCAUSE_ENVCAUSE113
EMR,REGION,2019,26.95667,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE113
MDA,COUNTRY,2019,1.63965,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,
SEAR,REGION,2019,0.00997,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE118
SWZ,COUNTRY,2019,2.56141,SEX,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,
UNSDG_SUBSAHARANAFRICA,UNSDGREGION,2019,1.27317,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE80+,ENVCAUSE,ENVCAUSE_ENVCAUSE039
JOR,COUNTRY,2019,3.56883,SEX,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,
GLOBAL,GLOBAL,2019,2.90368,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE80+,ENVCAUSE,ENVCAUSE_ENVCAUSE039
21,UNREGION,2019,2.2229,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE80+,ENVCAUSE,ENVCAUSE_ENVCAUSE114
202,UNREGION,2019,1.37117,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE80+,ENVCAUSE,ENVCAUSE_ENVCAUSE039
21,UNREGION,2019,0.2081,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE118
TON,COUNTRY,2019,1.86911,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,
NLD,COUNTRY,2019,4.81812,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,
150,UNREGION,2019,0.02658,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE0-4,ENVCAUSE,ENVCAUSE_ENVCAUSE039
ITA,COUNTRY,2019,29.52116,SEX,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,
419,UNREGION,2019,0.10975,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE45-49,ENVCAUSE,ENVCAUSE_ENVCAUSE114
CHN,COUNTRY,2019,11.67725,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,
419,UNREGION,2019,0.01037,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE40-44,ENVCAUSE,ENVCAUSE_ENVCAUSE068
UNSDG_OCEANIAexAUSNZL,UNSDGREGION,2019,0.11177,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE35-39,ENVCAUSE,ENVCAUSE_ENVCAUSE114
WB_LIMI,WORLDBANKINCOMEGROUP,2019,0.17932,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE55-59,ENVCAUSE,ENVCAUSE_ENVCAUSE068
143,UNREGION,2019,0.33922,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE039
UNSDG_AUSTRALIANEWZEALAND,UNSDGREGION,2019,0.00071,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE113
PER,COUNTRY,2019,11.87383,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,
URY,COUNTRY,2019,6.92651,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,
GMB,COUNTRY,2019,11.16895,SEX,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,
9,UNREGION,2019,0.01184,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE039
WB_LIMI,WORLDBANKINCOMEGROUP,2019,3.23494,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE113
9,UNREGION,2019,0.15933,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE45-49,ENVCAUSE,ENVCAUSE_ENVCAUSE113
WB_LIMI,WORLDBANKINCOMEGROUP,2019,1.02369,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE114
SEAR,REGION,2019,0.09123,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE40-44,ENVCAUSE,ENVCAUSE_ENVCAUSE039
AFR,REGION,2019,1.45706,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE70-74,ENVCAUSE,ENVCAUSE_ENVCAUSE113
202,UNREGION,2019,0.02286,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE40-44,ENVCAUSE,ENVCAUSE_ENVCAUSE118
COL,COUNTRY,2019,25.98715,SEX,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,
KHM,COUNTRY,2019,9.26986,SEX,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,
15,UNREGION,2019,0.12372,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE35-39,ENVCAUSE,ENVCAUSE_ENVCAUSE114
145,UNREGION,2019,0.02168,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE40-44,ENVCAUSE,ENVCAUSE_ENVCAUSE118
419,UNREGION,2019,0.02746,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE039
UNSDG_EUROPENORTHERNAMR,UNSDGREGION,2019,50.69516,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE000
UNSDG_CENTRALASIASOUTHERNASIA,UNSDGREGION,2019,3.35481,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE75-79,ENVCAUSE,ENVCAUSE_ENVCAUSE113
BGD,COUNTRY,2019,4.90498,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,
UNSDG_LAC,UNSDGREGION,2019,0.67758,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE75-79,ENVCAUSE,ENVCAUSE_ENVCAUSE039
SLV,COUNTRY,2019,0.41727,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,
WB_HI,WORLDBANKINCOMEGROUP,2019,0.01137,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE113
150,UNREGION,2019,0.00715,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE039
UNSDG_CENTRALASIASOUTHERNASIA,UNSDGREGION,2019,1.4784,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE65-69,ENVCAUSE,ENVCAUSE_ENVCAUSE114
419,UNREGION,2019,0.53546,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE45-49,ENVCAUSE,ENVCAUSE_ENVCAUSE113
PAK,COUNTRY,2019,8.04932,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,
UNSDG_EASTERNASIASOUTHEASTERNASIA,UNSDGREGION,2019,0.54867,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE50-54,ENVCAUSE,ENVCAUSE_ENVCAUSE113
PRT,COUNTRY,2019,6.9181,SEX,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,
MMR,COUNTRY,2019,1.45183,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,
UNSDG_CENTRALASIASOUTHERNASIA,UNSDGREGION,2019,0.10285,SEX,SEX_FMLE,AGEGROUP,AGEGROUP_AGE35-39,ENVCAUSE,ENVCAUSE_ENVCAUSE114
IRN,COUNTRY,2019,7.15351,SEX,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,
CRI,COUNTRY,2019,2.28145,SEX,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,
SEN,COUNTRY,2019,10.37217,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,
15,UNREGION,2019,0.20906,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE55-59,ENVCAUSE,ENVCAUSE_ENVCAUSE118
UNSDG_WESTERNASIANORTHERNAFR,UNSDGREGION,2019,0.33322,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE75-79,ENVCAUSE,ENVCAUSE_ENVCAUSE068
AMR,REGION,2019,0.18021,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE70-74,ENVCAUSE,ENVCAUSE_ENVCAUSE068
UNSDG_CENTRALASIASOUTHERNASIA,UNSDGREGION,2019,0.04426,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE114
UNSDG_CENTRALASIASOUTHERNASIA,UNSDGREGION,2019,0.04958,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE20-24,ENVCAUSE,ENVCAUSE_ENVCAUSE039
BGD,COUNTRY,2019,5.38284,SEX,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,
EUR,REGION,2019,0.36775,SEX,SEX_MLE,AGEGROUP,AGEGROUP_AGE0-4,ENVCAUSE,ENVCAUSE_ENVCAUSE039
CRI,COUNTRY,2019,21.21092,SEX,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,
UNSDG_LAC,UNSDGREGION,2019,0.00289,SEX,SEX_BTSX,AGEGROUP,AGEGROUP_AGE30-34,ENVCAUSE,ENVCAUSE_ENVCAUSE068
SDN,COUNTRY,2019,5.24672,SEX,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,
TGO,COUNTRY,2019,39.35098,SEX,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,
