country_code,SpatialDimType,year,value,Dim1Type,Dim1,Dim2Type,Dim2,Dim3Type,Dim3
MMR,COUNTRY,2018,26.80721,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
URY,COUNTRY,2012,9.17334,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
COG,COUNTRY,2019,37.81017,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
KIR,COUNTRY,2012,7.89862,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
SAU,COUNTRY,2014,56.69463,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
NER,COUNTRY,2017,50.92242,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
TUV,COUNTRY,2014,6.78081,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
BEL,COUNTRY,2011,16.2887,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
AUS,COUNTRY,2014,7.01282,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
ALB,COUNTRY,2012,21.20671,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
ROU,COUNTRY,2019,12.22546,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
YEM,COUNTRY,2011,42.41461,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
NPL,COUNTRY,2013,40.61601,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
YEM,COUNTRY,2013,41.02003,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
PRY,COUNTRY,2015,12.08622,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
NRU,COUNTRY,2015,7.27544,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
SWE,COUNTRY,2013,5.86907,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
SEAR,REGION,2011,47.89278,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
MDG,COUNTRY,2015,18.80551,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
PRY,COUNTRY,2016,13.26532,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
CZE,COUNTRY,2015,18.20377,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
JPN,COUNTRY,2014,14.10501,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
LMI_AMR,WHOINCOMEREGION,2012,18.95025,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
CIV,COUNTRY,2018,37.50904,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
LUX,COUNTRY,2010,12.37609,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
GNB,COUNTRY,2019,31.47235,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
SLB,COUNTRY,2012,7.90569,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
PNG,COUNTRY,2016,8.68582,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
CHL,COUNTRY,2015,23.07936,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
GUY,COUNTRY,2012,10.07202,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
BTN,COUNTRY,2018,18.51836,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
202,UNREGION,2012,32.52763,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
BIH,COUNTRY,2013,35.65029,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
LMI_WPR,WHOINCOMEREGION,2019,27.91073,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
ZMB,COUNTRY,2019,19.43367,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
MWI,COUNTRY,2015,18.83241,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
QAT,COUNTRY,2014,60.3542,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
NGA,COUNTRY,2017,58.02375,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
KGZ,COUNTRY,2013,47.60541,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
53,UNREGION,2019,9.05598,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
ARE,COUNTRY,2019,39.15978,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
LKA,COUNTRY,2019,23.14751,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
QAT,COUNTRY,2017,57.93119,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
FRA,COUNTRY,2017,11.03238,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
ERI,COUNTRY,2010,23.2864,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
SWE,COUNTRY,2019,6.39694,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
CHN,COUNTRY,2019,38.153,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
MNE,COUNTRY,2014,23.7657,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
PER,COUNTRY,2016,31.54717,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
KHM,COUNTRY,2012,18.7984,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
CZE,COUNTRY,2010,21.01672,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
MWI,COUNTRY,2019,20.18388,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
PAK,COUNTRY,2016,56.96162,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
LBR,COUNTRY,2017,42.35575,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
SYR,COUNTRY,2013,24.45901,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
MDA,COUNTRY,2012,14.84957,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
SDN,COUNTRY,2014,20.98459,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
AGO,COUNTRY,2011,25.14799,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
ZAF,COUNTRY,2018,14.22201,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
KOR,COUNTRY,2014,28.95136,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
MRT,COUNTRY,2017,36.63219,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
LBN,COUNTRY,2018,23.62762,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
EGY,COUNTRY,2019,46.73214,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
TUR,COUNTRY,2011,23.00554,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
IRN,COUNTRY,2018,31.43726,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
TUR,COUNTRY,2010,24.1561,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
LBN,COUNTRY,2012,23.97292,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
DOM,COUNTRY,2011,7.04065,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
MUS,COUNTRY,2010,11.29021,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
GNB,COUNTRY,2012,42.91638,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
MDG,COUNTRY,2016,15.38092,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
TUN,COUNTRY,2014,29.13604,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
PRK,COUNTRY,2017,48.03914,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
GBR,COUNTRY,2010,12.01519,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
FRA,COUNTRY,2012,13.28604,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
CMR,COUNTRY,2018,63.19117,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
THA,COUNTRY,2013,28.46011,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
ZWE,COUNTRY,2018,13.11527,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
HI_EMR,WHOINCOMEREGION,2013,58.34503,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
COD,COUNTRY,2011,31.62003,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
COK,COUNTRY,2010,7.52689,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
LBR,COUNTRY,2014,32.62507,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
UGA,COUNTRY,2016,32.08328,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
BIH,COUNTRY,2015,37.94639,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
ZWE,COUNTRY,2013,12.3612,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
FRA,COUNTRY,2013,14.14585,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
MKD,COUNTRY,2017,33.20829,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
NZL,COUNTRY,2016,6.89505,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
419,UNREGION,2010,16.25102,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
HRV,COUNTRY,2015,18.40069,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
THA,COUNTRY,2015,25.75878,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
MDG,COUNTRY,2014,16.23716,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
CIV,COUNTRY,2010,44.16244,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
GEO,COUNTRY,2010,22.40178,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
BLR,COUNTRY,2019,15.48201,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
MKD,COUNTRY,2019,23.78762,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
NZL,COUNTRY,2016,6.63343,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
SLE,COUNTRY,2018,36.48685,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
TCD,COUNTRY,2015,41.87673,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
COD,COUNTRY,2018,33.83655,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
GNQ,COUNTRY,2013,24.30935,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
753,UNREGION,2010,38.21828,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
TGO,COUNTRY,2019,35.65757,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
KGZ,COUNTRY,2015,47.08137,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
JAM,COUNTRY,2016,15.03345,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
SAU,COUNTRY,2016,60.22016,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
DOM,COUNTRY,2012,7.18616,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
SWZ,COUNTRY,2017,14.77646,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
YEM,COUNTRY,2015,42.99885,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
CAN,COUNTRY,2013,5.91249,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
HI_AMR,WHOINCOMEREGION,2017,8.69239,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
MRT,COUNTRY,2015,43.67907,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
AUS,COUNTRY,2019,8.93323,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
753,UNREGION,2011,40.73898,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
YEM,COUNTRY,2012,43.81449,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
747,UNREGION,2014,29.63357,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
DJI,COUNTRY,2014,18.5867,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
FRA,COUNTRY,2013,12.94845,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
GIN,COUNTRY,2012,38.56442,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
SLV,COUNTRY,2012,28.9247,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
VUT,COUNTRY,2014,8.72365,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
CAF,COUNTRY,2018,28.25056,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
ZWE,COUNTRY,2019,15.00578,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
EUR,REGION,2015,16.91833,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
KNA,COUNTRY,2014,7.79591,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
BOL,COUNTRY,2012,25.42616,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
LMI_EMR,WHOINCOMEREGION,2011,49.20148,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
BHS,COUNTRY,2014,5.32675,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
UNKNOWN,WHOINCOMEREGION,2011,15.94263,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
UZB,COUNTRY,2018,50.56057,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
COL,COUNTRY,2015,17.3316,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
HTI,COUNTRY,2011,8.44701,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
CAN,COUNTRY,2018,7.60079,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
MLI,COUNTRY,2014,48.60061,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
CAF,COUNTRY,2010,27.86686,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
62,UNREGION,2012,53.9338,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
753,UNREGION,2013,57.54728,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
ARM,COUNTRY,2015,40.58537,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
SOM,COUNTRY,2016,14.50982,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
SVK,COUNTRY,2017,18.4938,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
BEL,COUNTRY,2016,10.84843,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
PLW,COUNTRY,2016,7.56955,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
HI_EUR,WHOINCOMEREGION,2018,12.80471,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
CAF,COUNTRY,2019,27.19802,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
RWA,COUNTRY,2010,34.08937,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
TCD,COUNTRY,2010,58.95295,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
BLR,COUNTRY,2010,22.27414,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
KGZ,COUNTRY,2013,49.18831,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
SLV,COUNTRY,2012,24.85992,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
DOM,COUNTRY,2014,7.20969,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
BRB,COUNTRY,2018,10.4068,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
BIH,COUNTRY,2014,36.31329,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
LBN,COUNTRY,2016,24.26726,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
LAO,COUNTRY,2016,22.46847,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
MWI,COUNTRY,2014,20.96177,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
SUR,COUNTRY,2012,11.85823,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
SAU,COUNTRY,2012,63.24815,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
SLV,COUNTRY,2011,28.312,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
ARE,COUNTRY,2015,41.16245,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
MHL,COUNTRY,2012,6.98487,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
LAO,COUNTRY,2010,22.24446,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
EGY,COUNTRY,2011,59.31687,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
LMI_AMR,WHOINCOMEREGION,2014,17.79383,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
PER,COUNTRY,2015,29.07049,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
BGR,COUNTRY,2017,19.42541,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
NAM,COUNTRY,2016,11.02207,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
ECU,COUNTRY,2010,18.20504,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
PRT,COUNTRY,2014,7.0506,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
BEL,COUNTRY,2010,16.53971,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
ISR,COUNTRY,2018,19.45863,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
BTN,COUNTRY,2013,20.12211,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
UKR,COUNTRY,2014,17.79571,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
62,UNREGION,2014,57.07673,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
QAT,COUNTRY,2018,64.81978,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
ARM,COUNTRY,2017,31.45533,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
OMN,COUNTRY,2019,35.7593,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
GHA,COUNTRY,2016,54.42803,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
LVA,COUNTRY,2014,20.35055,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
GUY,COUNTRY,2010,10.61025,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
ARG,COUNTRY,2012,11.95078,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
UGA,COUNTRY,2011,30.38976,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
PNG,COUNTRY,2017,9.71353,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
BGD,COUNTRY,2015,50.62575,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
CAF,COUNTRY,2010,26.24008,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
AZE,COUNTRY,2017,29.2244,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
543,UNREGION,2013,8.97356,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
TUR,COUNTRY,2013,23.73913,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
ISR,COUNTRY,2014,21.79673,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
NLD,COUNTRY,2013,13.37682,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
GBR,COUNTRY,2013,10.83434,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
YEM,COUNTRY,2019,40.24584,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
KAZ,COUNTRY,2012,41.62989,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
URY,COUNTRY,2015,10.05167,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
ZMB,COUNTRY,2018,17.36976,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
NRU,COUNTRY,2014,7.1829,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
BRB,COUNTRY,2016,10.38318,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
LTU,COUNTRY,2013,14.50664,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
MNE,COUNTRY,2012,24.72807,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
PLW,COUNTRY,2015,8.14871,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
SGP,COUNTRY,2017,10.60672,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
PAN,COUNTRY,2018,12.6408,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
BLR,COUNTRY,2017,16.31392,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
202,UNREGION,2018,37.89822,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
MNE,COUNTRY,2018,21.62388,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
BIH,COUNTRY,2010,34.91059,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
SVK,COUNTRY,2012,20.60978,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
PER,COUNTRY,2013,27.98764,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
CZE,COUNTRY,2013,18.07482,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
HI_WPR,WHOINCOMEREGION,2014,16.78628,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
LKA,COUNTRY,2017,23.84795,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
LBR,COUNTRY,2016,41.84033,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
SEAR,REGION,2017,44.8103,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
ECU,COUNTRY,2016,17.87866,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
ITA,COUNTRY,2016,13.59861,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
KGZ,COUNTRY,2011,55.24518,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
TUR,COUNTRY,2010,24.50437,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
PAK,COUNTRY,2019,48.52199,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
UGA,COUNTRY,2017,38.47453,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
WSM,COUNTRY,2010,7.1974,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
ARM,COUNTRY,2017,36.79033,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
PAN,COUNTRY,2016,14.05157,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
KNA,COUNTRY,2017,8.998,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
LMI_SEAR,WHOINCOMEREGION,2016,41.44811,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
AGO,COUNTRY,2017,31.16436,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
BLR,COUNTRY,2014,17.86249,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
UNKNOWN,WHOINCOMEREGION,2019,17.13333,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
MYS,COUNTRY,2014,22.97862,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
COD,COUNTRY,2014,38.41362,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
SSD,COUNTRY,2016,22.65687,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
TKM,COUNTRY,2014,31.9892,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
TGO,COUNTRY,2017,39.3233,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
BFA,COUNTRY,2014,40.01653,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
SSD,COUNTRY,2018,22.12335,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
MUS,COUNTRY,2018,9.86274,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
EST,COUNTRY,2018,6.9833,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
SEAR,REGION,2018,48.23945,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
TUR,COUNTRY,2011,23.47001,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
SWZ,COUNTRY,2018,14.94766,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
BFA,COUNTRY,2018,46.97655,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
LAO,COUNTRY,2011,19.60457,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
SLE,COUNTRY,2015,42.52948,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
YEM,COUNTRY,2010,39.03746,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
PNG,COUNTRY,2019,9.66694,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
MLT,COUNTRY,2019,12.2127,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOWN,,,,
MUS,COUNTRY,2012,10.59407,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
AND,COUNTRY,2013,9.38869,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
ARE,COUNTRY,2014,38.79712,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,,,,
SDN,COUNTRY,2017,22.73444,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,,,,
MEX,COUNTRY,2014,18.42774,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
LMI_AMR,WHOINCOMEREGION,2012,17.09717,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,,,,
EUR,REGION,2017,15.55404,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,,,,
